test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
error_hints::tests::test_provider_socket_not_connected_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_provider_timeout_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_session_corrupted_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_session_generic_fallback	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_session_invalid_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_session_locked_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_session_not_found_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_sqlite_locked_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_bash_exit_code_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_bash_timeout_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_edit_ambiguous_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_edit_not_found_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_fd_not_found_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_generic_fallback	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_grep_pattern_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_read_not_found_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_tool_write_permission_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_validation_generic_fallback	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_validation_required_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
error_hints::tests::test_validation_type_hints	yes	unit_basic_fast_deterministic	prefix	error_hints::tests	Deterministic error-hint derivation logic.
extension_conformance_matrix::tests::build_behaviors_empty_for_irrelevant_cell	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::build_behaviors_provider_http	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::build_behaviors_tool_read	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::build_test_plan_empty_inclusion	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::capabilities_from_api_entry_basic	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::capitalize_first_works	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::category_criteria_all_categories_covered	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::category_for_extension_uses_api_matrix_event_hook_category	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::category_for_extension_uses_api_matrix_multi_type_category	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::host_capability_all_count	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::host_capability_from_str_all_variants	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::is_required_provider_http	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::is_required_tool_read	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::not_required_tool_session	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::all_count	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::build_behaviors_never_panics	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::build_test_plan_coverage_invariants	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::build_test_plan_fixture_thresholds_align_with_required_cells	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::build_test_plan_shape_is_stable_under_tier_reordering	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::capabilities_from_api_entry_includes_declared_valid_capabilities	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::capability_serde_roundtrip	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::capitalize_first_empty	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::capitalize_first_idempotent	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::capitalize_first_works	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::from_str_loose_arbitrary_case_masks	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::from_str_loose_case_insensitive	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::from_str_loose_unknown	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::multi_requires_all	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::proptest_conformance_matrix::required_cell_deterministic	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::registration_type_to_classifier_name_handles_snake_case_event_hook	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::serde_roundtrip_conformance_cell	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_conformance_matrix::tests::serde_roundtrip_host_capability	no	fixture_vcr_inventory_audits	prefix	extension_conformance_matrix::tests	Extension conformance matrices validate broader compatibility inventories.
extension_dispatcher::tests::advanced_dispatch_enabled_when_dual_exec_sampling_non_zero	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::advanced_dispatch_enabled_when_io_uring_force_compat_is_set	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::advanced_dispatch_enabled_when_io_uring_is_enabled	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::cusum_regime_shift_detector_flags_synthetic_mean_shift_with_bounded_false_positives	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_allowed_capability_proceeds	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_allowed_capability_still_resolves_when_advanced_path_disabled	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_denied_capability_returns_error	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_denied_capability_still_denied_when_advanced_path_disabled	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_deny_caps_blocks_http	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_events_list_unknown_extension_returns_empty_events	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatch_strict_mode_denies_unknown_capability	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_constructs	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_drains_empty_queue	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_drains_runtime_requests	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_emit_dispatches_custom_event	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_emit_empty_event_name_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_emit_handler_count_in_response	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_emit_missing_event_name_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_emit_name_field_alias	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_emit_no_handlers_still_resolves	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_hostcall_rejects_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_list_empty_when_no_hooks	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_list_returns_registered_event_names	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_list_returns_registered_hooks	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_events_unsupported_op_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_captures_stdout_and_stderr	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_command_not_found_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_empty_command_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_hostcall_command_not_found_rejects_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_hostcall_executes_and_resolves_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_hostcall_handles_invalid_utf8	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_hostcall_streaming_async_iterator_delivers_chunks_in_order	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_hostcall_streaming_callback_delivers_chunks_and_final_result	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_non_array_args_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_nonzero_exit_code	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_null_args_defaults_to_empty	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_signal_termination_reports_nonzero_code	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_stream_cancel_enqueues_final_sentinel_without_wall_clock	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_with_args_array	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_exec_with_custom_cwd	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_extension_ui_set_status_includes_text_field	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_extension_ui_set_widget_includes_widget_lines_and_content	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_connection_refused_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_custom_headers	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_error_status_code_returned	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_get_with_body_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_hostcall_executes_and_resolves_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_hostcall_invalid_method_rejects_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_invalid_url_format_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_missing_url_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_post_sends_body	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_response_body_returned	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_tls_required_rejects_http_url	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_http_unsupported_scheme_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_append_entry_custom_type_edge_cases	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_get_file_isolated	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_get_model_null_when_unset	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_get_model_resolves_provider_and_model_id	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_get_name_isolated	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_get_thinking_level_null_when_unset	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_get_thinking_level_resolves	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_hostcall_append_message_and_entry	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_hostcall_append_message_invalid_rejects_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_hostcall_get_messages_entries_branch	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_hostcall_resolves_state_and_set_name	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_hostcall_unknown_op_rejects_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_model_ops_accept_camel_case_aliases	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_label_accepts_snake_case_target_id	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_label_camel_case_op_alias	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_label_missing_target_id_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_label_remove_label_with_null	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_label_resolves_and_persists	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_model_accepts_model_id_snake_case	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_model_missing_fields_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_model_resolves_and_persists	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_then_get_model_round_trip	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_then_get_thinking_level_round_trip	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_thinking_level_accepts_alt_keys	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_thinking_level_missing_level_rejects	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_session_set_thinking_level_resolves	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_edit_modifies_file_content	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_error_propagates_to_js	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_find_discovers_files	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_grep_searches_content	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_hostcall_executes_and_resolves_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_hostcall_unknown_tool_rejects_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_ls_lists_directory	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_multiple_tools_sequentially	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_read_returns_file_content	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_tool_write_creates_file_and_resolves	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_arbitrary_method_passthrough	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_concurrent_different_methods	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_empty_payload	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_handler_returns_value	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_hostcall_executes_and_resolves_promise	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_multiple_calls_captured	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_notification_method	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_notification_with_severity	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_null_handler_returns_null	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
